0,0,0,8.456694e-01,0
0,0,0,1,0
0,0,0,9.374154e-01,0
0,0,0,9.635730e-01,0
0,0,0,9.384595e-01,0
0,0,0,9.455264e-01,0
0,0,0,9.320123e-01,0
0,0,0,9.314512e-01,0
0,0,0,9.230939e-01,0
0,0,0,9.191495e-01,0
0,0,0,9.129430e-01,0
0,0,0,9.074279e-01,0
0,0,0,9.019195e-01,0
0,0,0,8.963708e-01,0
0,0,0,8.909236e-01,0
0,0,0,8.854060e-01,0
0,0,0,8.799550e-01,0
0,0,0,8.745299e-01,0
0,0,0,8.690148e-01,0
0,0,0,8.635086e-01,0
0,0,0,8.579624e-01,0
0,0,0,8.525134e-01,0
0,0,0,8.469977e-01,0
0,0,0,8.415441e-01,0
0,0,0,8.361169e-01,0
0,0,0,8.306018e-01,0
0,0,0,8.250978e-01,0
0,0,0,8.195541e-01,0
0,0,0,8.141033e-01,0
0,0,0,8.085894e-01,0
0,0,0,8.031333e-01,0
0,0,0,7.977039e-01,0
0,0,0,7.921888e-01,0
0,0,0,7.866869e-01,0
0,0,0,7.811458e-01,0
0,0,0,7.756931e-01,0
0,0,0,7.701811e-01,0
0,0,0,7.647224e-01,0
0,0,0,7.592908e-01,0
0,0,0,7.537757e-01,0
0,0,0,7.482760e-01,0
0,0,0,7.427375e-01,0
0,0,0,7.372830e-01,0
0,0,0,7.317727e-01,0
0,0,0,7.263115e-01,0
0,0,0,7.208778e-01,0
0,0,0,7.153627e-01,0
0,0,0,7.098651e-01,0
0,0,0,7.043291e-01,0
0,0,0,6.988728e-01,0
0,0,0,6.933644e-01,0
0,0,0,6.879007e-01,0
0,0,0,6.824647e-01,0
0,0,0,6.769496e-01,0
0,0,0,6.714543e-01,0
0,0,0,6.659208e-01,0
0,0,0,6.604626e-01,0
0,0,0,6.549561e-01,0
0,0,0,6.494898e-01,0
0,0,0,6.440517e-01,0
0,0,0,6.385366e-01,0
0,0,0,6.330479e-01,0
0,0,0,6.275019e-01,0
0,0,0,6.220685e-01,0
0,0,0,6.165195e-01,0
0,0,0,6.111170e-01,0
0,0,0,6.055762e-01,0
0,0,0,6.002101e-01,0
